41,880,129,322,126,452600
21,7099,1106,2401,1138,358500
52,1467,190,496,177,352100
52,1274,235,558,219,341300
52,1627,280,565,259,342200
52,919,213,413,193,269700
52,2535,489,1094,514,299200
52,3104,687,1157,647,241400
42,2555,665,1206,595,226700
52,3549,707,1551,714,261100
52,2202,434,910,402,281500
52,3503,752,1504,734,241800
52,2491,474,1098,468,213500
52,696,191,345,174,191300
52,2643,626,1212,620,159200
50,1120,283,697,264,140000
52,1966,347,793,331,152500
52,1228,293,648,303,155500
50,2239,455,990,419,158700
52,1503,298,690,275,162900
40,751,184,409,166,147500
42,1639,367,929,366,159800
52,2436,541,1015,478,113900
52,1688,337,853,325,99700
52,2224,437,1006,422,132600
41,535,123,317,119,107500
49,1130,244,607,239,93800
52,1898,421,1102,397,105500
50,2082,492,1131,473,108900
52,729,160,395,155,132000
49,1916,447,863,378,122300
52,2153,481,1168,441,115200
48,1922,409,1026,335,110400
49,1655,366,754,329,104900
51,2665,574,1258,536,109700
49,1215,282,570,264,97200
48,1798,432,987,374,104500
52,1511,390,901,403,103900
52,1470,330,689,309,191400
52,2432,715,1377,696,176000
52,1665,419,946,395,155400
51,936,311,517,249,150000
49,713,202,462,189,118800
52,950,202,467,198,188800
52,1443,311,660,292,184400
52,1656,420,718,382,182300
50,1125,322,616,304,142500
43,1007,312,558,253,137500
40,624,195,423,160,187500
40,946,375,700,352,112500
21,896,453,735,438,171900
43,1868,456,1061,407,93800
41,3221,853,1959,720,97500
52,1630,456,1162,400,104200
52,1170,235,701,233,87500
52,945,243,576,220,83100
52,1238,288,622,259,87500
52,1489,335,728,244,85300
52,1387,341,1074,304,80300
2,158,43,94,57,60000
52,1121,211,554,187,75700
49,135,29,86,23,75000
50,760,190,377,122,86100
52,1224,237,521,159,76100
48,828,182,392,133,73500
52,1010,209,604,187,78400
48,1455,354,788,332,84400
52,1027,244,492,147,81300
52,572,109,274,82,85000
46,2801,644,1823,611,129200
26,768,152,392,127,82500
46,935,297,582,277,95200
49,844,204,560,152,75000
46,12,4,18,7,67500
20,835,161,290,133,137500
17,1237,462,762,439,177500
36,2914,562,1236,509,102100
19,1207,243,721,207,108300
23,1745,374,1054,325,112500
38,684,176,344,155,131300
17,924,289,609,289,162500
52,210,56,183,56,112500
52,340,97,200,87,112500
52,386,164,346,155,137500
35,948,184,467,169,118800
52,773,143,377,115,98200
40,880,451,582,380,118800
10,875,348,546,330,162500
10,105,42,125,39,137500
52,249,78,396,85,500001
16,994,392,800,362,162500
52,215,87,904,88,137500
52,96,31,191,34,162500
27,1055,347,718,302,187500
39,1715,623,1327,467,179200
36,5329,2477,3469,2323,130000
31,4596,1331,2048,1180,183800
29,335,107,202,91,125000
22,3682,1270,2024,1250,170000
37,3633,1085,1838,980,193100
29,4656,1414,2304,1250,257800
28,5806,1603,2563,1497,273400
39,854,242,389,228,237500
52,2155,701,895,613,350000
34,5871,1914,2689,1789,335700
52,1509,225,674,244,313400
52,2026,482,709,456,268500
52,1758,460,686,422,259400
52,3481,751,1444,718,275700
28,3337,855,1520,802,225000
52,1424,289,550,253,262500
32,3809,1098,1806,1022,218500
26,3959,1196,1749,1217,255000
52,2376,559,939,519,224100
35,1613,428,675,422,243100
52,1279,287,534,291,231600
28,5022,1750,2558,1661,218500
52,4190,1105,1786,1037,234100
50,2515,399,970,373,327600
47,3175,454,1098,485,347600
41,2576,406,794,376,366100
37,334,54,98,47,335000
52,2800,411,1061,403,373600
52,3529,574,1177,555,389500
52,2612,365,901,367,391100
28,5287,1048,2031,956,337300
50,2935,473,1031,479,295200
44,3424,597,1358,597,292300
40,4991,674,1616,654,411500
30,2211,346,844,343,311500
34,3038,490,1140,496,325900
18,1617,210,533,194,392600
35,2865,460,1072,443,319300
34,5065,788,1627,766,333300
28,1326,184,463,190,335200
26,1589,223,542,211,351200
29,1791,271,661,269,368900
32,1835,264,635,263,365900
37,1229,181,420,176,366700
39,3770,534,1265,500,362800
30,292,38,126,52,483300
52,2375,333,813,350,331400
45,2964,436,1067,426,323500
50,2833,605,1260,552,216700
38,2254,535,951,487,233100
52,1389,212,510,224,296400
52,1971,335,765,308,273700
52,2183,465,1129,460,227700
52,2286,464,1073,441,199600
52,2721,541,1185,515,239800
52,2024,339,756,340,270100
52,2944,536,1034,521,302100
52,2033,486,787,459,269500
52,1433,229,612,213,314700
52,2927,402,1021,380,390100
52,2315,292,861,258,410300
52,2485,313,953,327,352400
52,1490,238,634,256,287300
52,2814,365,878,352,348700
52,2093,550,918,483,243800
52,888,168,360,175,211500
52,2087,510,1197,488,218400
52,2513,502,1048,518,269900
46,3232,835,1373,747,218800
42,4120,1065,1715,1015,225000
43,2364,792,1359,722,250000
41,1471,469,1062,413,171400
29,2468,864,1335,773,193800
27,1632,492,1171,429,125000
45,1786,526,1475,460,97500
50,629,188,742,196,125000
52,1339,391,1086,363,138800
36,1678,606,1645,543,116700
43,2344,647,1710,644,151800
52,996,228,731,228,127000
52,1591,373,1118,347,128600
52,1586,398,1006,335,140600
47,2046,588,1213,554,182700
52,1192,289,772,257,146900
52,1803,420,1321,401,122800
49,2838,749,1487,677,169300
52,783,184,488,186,126600
51,1590,414,949,392,127900
50,1746,480,1149,415,123500
52,1252,299,844,280,111900
43,5963,1344,4367,1231,112800
52,1783,395,1659,412,107900
30,999,264,1011,263,137500
39,1469,431,1464,389,105500
47,1372,395,1237,303,95500
52,674,180,647,168,116100
43,1626,376,1284,357,112200
51,175,43,228,55,75000
39,461,129,381,123,112500
52,902,237,846,227,125000
20,2373,779,1659,676,115000
52,391,128,520,138,95000
52,1137,301,866,259,96400
52,769,206,612,183,72000
52,472,146,415,126,71300
52,862,215,994,213,80800
50,1920,530,1525,477,128800
43,1420,472,1506,438,112500
52,986,258,1008,255,119400
44,2340,825,2813,751,118100
48,1696,396,1481,343,122500
49,1175,217,859,219,106300
37,2343,574,1608,523,132500
30,610,145,425,140,122700
40,930,199,564,184,113300
44,1487,314,961,272,109500
52,3424,690,2273,685,164700
52,762,190,600,195,125000
46,2366,575,1647,527,124700
49,1826,450,1201,424,136700
38,3049,711,2167,659,141700
29,1640,376,939,340,150000
47,1543,307,859,292,138800
34,2364,557,1517,516,139200
35,1745,409,1143,386,143800
39,2003,500,1109,464,156500
39,2018,447,1221,446,151000
43,3045,499,1115,455,273000
52,1547,293,706,268,217100
52,3519,711,1883,706,187100
41,2070,354,804,340,239600
48,1321,263,506,252,229700
48,1694,259,610,238,257300
46,1938,341,768,332,246900
50,968,195,462,184,179900
40,1060,256,667,235,169600
46,2041,405,1059,399,203300
52,1813,271,637,277,263400
45,2718,451,1106,454,231800
28,3144,761,1737,669,140500
35,1802,459,1009,390,126000
49,882,195,737,210,122000
44,1621,452,1354,491,134700
45,2115,533,1530,474,139400
45,2021,528,1410,480,115400
46,2239,508,1390,569,137300
52,1477,300,1065,269,137000
52,1056,224,792,245,142600
49,898,244,779,245,137500
44,2968,710,2269,610,111700
43,1702,460,1227,407,126800
47,881,248,753,241,111300
40,494,114,547,135,114800
50,1776,473,1807,440,102300
44,1678,514,1700,495,131900
51,1637,463,1543,393,119100
52,1420,314,1085,300,80600
52,591,173,353,137,80600
52,745,153,473,149,88800
49,2272,498,1621,483,102400
46,1234,375,1183,354,98700
43,1017,328,836,277,100000
42,932,254,900,263,92300
39,2689,597,1888,537,94800
41,1547,415,1024,341,102000
52,2300,443,1225,423,158400
39,1752,399,1071,376,121600
50,1867,403,1128,378,129100
43,2430,502,1537,484,121400
44,1729,414,1240,393,102800
52,1026,180,469,168,160000
52,2170,428,1086,425,143900
52,2329,445,1144,417,151200
52,2492,415,1109,375,164400
52,2198,397,984,369,156500
33,142,31,575,47,225000
49,1183,205,496,209,174200
52,1070,193,555,190,166900
45,1766,332,869,327,163500
39,617,95,236,106,253000
41,1411,233,626,214,240700
46,2109,387,922,329,208100
47,1229,243,582,256,198100
50,954,217,546,201,172800
37,1643,262,620,266,336700
34,1355,195,442,195,318200
23,2317,336,955,328,285800
24,2459,317,916,324,293000
22,12842,2048,4985,1967,371000
42,1524,260,651,267,157300
30,3326,746,1704,703,135300
43,1985,440,1085,407,136700
50,1642,322,713,284,160700
49,893,177,468,181,140600
52,653,128,296,121,144000
47,1256,217,570,218,161900
48,977,194,446,180,156300
45,2324,397,968,384,176000
39,1583,349,857,316,145800
39,1612,342,912,322,141900
31,2424,533,1360,452,90700
41,1594,367,1074,355,90600
47,2118,413,965,382,107900
37,1575,358,933,320,107000
38,1764,397,987,354,98200
50,1187,261,907,246,89500
52,754,175,447,165,93800
49,2308,452,1299,451,96700
27,909,236,396,157,97500
42,1180,257,877,268,97300
43,2018,408,1111,367,91200
49,1368,282,790,269,91400
52,2744,547,1479,554,96200
51,2107,471,1173,438,120100
52,1748,362,1029,366,100000
52,2024,391,1030,350,94700
47,1116,259,826,279,85700
41,2036,510,1412,454,89300
45,1852,393,1132,349,101400
41,921,207,522,159,72500
45,995,238,630,237,74100
36,606,132,531,133,70000
37,2680,736,1925,667,84600
38,1493,370,1144,351,81800
19,2207,565,1481,520,81400
28,856,189,435,162,81800
26,1293,297,984,303,85800
36,847,212,567,159,87100
42,541,154,380,123,83500
44,1066,253,825,244,79700
43,707,147,417,155,83400
45,1528,291,801,287,84700
42,909,215,646,198,80000
43,1391,293,855,285,76400
44,548,119,435,136,79700
42,4074,874,2736,780,82400
41,1613,445,1481,414,97700
47,463,134,327,137,97200
43,818,193,494,179,101600
43,1473,371,1231,341,86500
35,504,126,323,109,90500
46,1026,226,749,225,107600
46,769,183,693,178,84200
46,2103,391,1339,354,88900
45,330,76,282,80,80700
46,941,218,621,195,87100
38,992,279,732,259,85100
45,990,261,901,260,82000
36,1126,263,482,150,82800
43,1036,233,652,213,84600
36,1047,214,651,166,82100
33,1280,307,999,286,89300
43,1587,320,907,306,98300
41,1257,271,828,230,92300
44,1218,248,763,254,88800
48,1751,390,935,349,90000
45,2299,514,1437,484,95500
38,2457,624,1516,482,91700
47,998,211,597,185,100400
40,1685,343,949,342,94800
46,1827,307,881,302,164300
36,2781,574,1438,519,155500
39,1823,286,763,270,196900
27,2229,365,1297,355,279100
34,1513,231,545,211,252800
26,3266,491,1222,533,275400
33,1809,261,808,219,250000
28,794,111,329,109,329800
36,690,105,299,109,195500
33,1334,200,579,202,255900
30,414,54,137,50,311100
36,768,93,229,93,330000
41,4400,666,1476,648,248900
46,954,161,429,154,142900
40,1445,256,849,255,126300
44,1938,399,946,331,135800
41,856,178,571,191,130600
24,1790,454,1137,386,107900
44,617,131,378,135,111100
43,1383,275,853,272,122000
49,1325,277,764,282,118000
40,1227,294,928,261,95200
35,667,140,406,133,94300
34,1223,281,824,280,92500
37,1379,287,835,259,91800
43,1534,300,826,295,109400
46,1029,181,567,211,129500
52,771,147,355,144,143400
47,824,223,533,166,98200
44,1097,239,609,215,103100
49,1283,238,576,236,276800
52,1604,263,594,286,270900
52,2248,422,870,377,246200
38,2263,522,1027,509,224200
52,1571,349,693,326,229100
46,1520,402,815,375,211600
15,5083,1212,2420,1146,256100
36,1077,293,518,276,206300
52,1248,283,620,275,221300
42,1342,291,551,266,207400
37,3061,930,2556,924,350000
52,3171,698,1498,696,218200
50,1211,261,523,227,216700
52,979,175,374,153,270600
52,2269,380,1004,371,261400
52,1844,332,769,334,261300
52,2178,421,940,423,232200
42,1650,274,645,256,375400
52,1927,279,705,288,357300
52,2079,273,684,275,374400
52,1803,240,572,236,358800
52,2041,270,671,253,417500
52,3046,373,975,365,430500
52,2318,328,779,312,362900
52,2003,250,658,244,397000
52,2261,328,819,335,346800
52,1225,169,412,168,327100
52,2315,408,835,369,290100
52,2070,329,722,306,292000
52,2616,473,1085,487,270900
52,2640,366,973,355,371100
52,1978,293,723,272,335600
37,2220,335,903,362,371300
41,1125,195,356,181,344000
52,3078,494,1005,462,342200
52,3706,531,1205,504,370900
37,3000,457,987,450,350000
42,2863,460,1031,448,368600
52,2551,417,894,404,391800
52,2255,410,823,377,415300
52,3360,648,1232,621,284900
52,1693,391,669,367,287500
44,2252,592,989,550,272900
52,2495,491,1058,464,259600
52,1193,200,506,207,254500
52,1172,215,489,218,235600
52,2159,424,824,388,218400
48,2365,490,1034,475,229200
46,1895,442,920,425,192100
52,1650,395,841,380,179300
45,453,146,749,137,187500
52,409,97,208,98,138800
10,503,118,228,100,150000
50,499,127,287,128,140600
52,477,119,218,106,120000
46,1647,376,854,355,144800
52,3123,749,1695,684,144800
52,957,188,403,172,245500
52,589,132,288,131,200000
49,2026,548,963,521,173700
50,1829,536,1129,516,185600
52,895,198,386,204,182600
52,1909,416,811,406,227900
46,3022,696,1293,675,220700
46,1777,446,805,431,212000
52,2803,930,1372,876,271400
30,1465,439,862,425,268800
37,2619,682,1152,616,277800
52,1149,255,483,249,332500
52,2363,604,1558,573,338900
52,2604,837,1798,769,287500
41,685,141,266,123,384600
42,1756,465,2184,422,371400
52,1204,460,2016,477,350000
52,609,236,1349,250,500001
52,1087,371,3337,350,175000
52,2773,998,1721,949,241700
35,3218,1108,1675,1000,216700
49,1350,368,707,350,211300
52,3084,698,1424,694,210200
52,938,195,393,189,196400
52,1813,353,828,339,191700
52,1233,300,571,292,182300
44,2539,755,1382,713,175000
46,1267,324,792,321,165900
52,1665,404,815,372,156900
52,1659,367,788,346,164300
52,2225,460,1145,430,150000
50,2485,607,1354,563,150500
52,2031,450,958,445,169900
49,2932,668,1361,608,147400
52,2246,472,1005,449,152700
49,2052,435,924,414,182700
52,1999,417,780,358,179300
52,3007,691,1582,636,157700
41,2214,550,1213,568,153100
52,1088,305,486,267,250000
52,834,186,494,175,206300
52,1769,372,849,365,218800
52,2307,583,1127,548,198200
35,5161,1744,3276,1742,253600
52,3497,832,1493,794,257400
52,3774,744,1461,679,289500
52,2888,604,1253,538,241700
48,2153,517,1656,459,489600
52,1389,191,514,202,446200
52,1709,318,719,295,456300
52,1587,444,878,449,336800
52,1668,225,517,214,500001
52,3726,474,1366,496,500001
52,4048,663,1316,590,376900
52,3618,768,1508,755,309600
52,4076,920,1800,815,182300
47,2077,400,719,326,172700
50,1279,300,675,255,150800
52,1974,426,875,363,153600
52,335,83,152,77,106300
47,1375,307,843,319,142300
52,610,145,281,132,119400
44,1025,198,506,204,147900
48,2063,484,1054,466,132900
35,1872,419,1017,414,132500
52,3108,813,1623,765,126900
14,7355,2408,3100,2051,143800
52,2990,379,947,361,500001
39,2492,310,808,315,500001
42,2991,335,1018,335,500001
52,3242,366,1001,352,500001
52,3051,381,1005,369,466100
52,3494,396,1192,383,500001
52,1757,246,585,227,457800
52,2449,312,916,316,471600
52,1611,203,556,179,500001
52,3665,517,1470,520,398600
52,2474,403,1104,398,340700
52,3037,516,1242,518,289900
52,2269,323,805,321,335300
52,1316,177,378,162,333000
52,1153,235,481,223,241000
52,772,179,409,160,189600
52,1711,386,885,373,206300
52,2650,566,1468,567,215700
52,1038,220,482,215,210200
52,1527,320,825,264,208800
52,859,157,429,158,197900
52,970,217,528,208,201300
52,1045,239,496,216,190800
52,1408,280,718,265,207900
52,1222,264,630,265,215300
45,1169,263,723,286,212900
13,2020,535,959,486,292700
30,4145,869,3668,855,275000
42,2038,368,2037,355,200000
29,5154,1394,3741,1273,173400
42,1241,309,821,300,102200
52,1468,363,870,347,220800
27,3997,1073,1901,966,242800
18,2873,763,1243,663,265400
50,1487,306,730,327,219000
52,1670,350,793,299,282100
52,2252,388,1033,434,372000
52,1731,377,872,363,225800
52,1710,481,849,457,220800
52,2388,559,1121,518,234500
52,2156,458,872,445,254200
52,1565,315,637,297,351800
52,1704,371,663,340,275000
52,1210,168,411,172,405400
52,2097,444,915,413,228100
52,1848,479,921,477,234000
43,955,284,585,266,162500
43,4329,1110,2086,1053,243400
52,3011,542,1303,535,273800
52,1049,185,374,176,248500
52,2504,516,979,472,244000
52,1846,471,827,446,240900
52,1705,246,658,253,306300
50,1542,289,654,268,240000
45,891,155,384,146,247100
27,4051,753,1499,797,286600
52,2646,581,1128,522,266700
49,2428,525,1110,492,229800
52,2567,436,1119,415,229300
21,7031,1249,2930,1235,228400
25,1914,365,897,390,206200
5,18634,2885,7427,2718,350700
31,5785,1379,2973,1312,231000
52,2876,648,1340,632,252900
28,6909,1554,2974,1484,353900
23,5679,1270,2690,1151,291700
20,1156,365,583,326,100000
12,14316,2045,5781,2007,341600
5,3596,467,1738,512,412500
36,3541,570,1478,529,248600
40,1808,302,746,270,254900
36,2879,480,1235,455,241500
26,3204,477,1411,484,295200
31,3866,531,1368,521,340400
32,2476,368,1048,367,274700
35,2211,350,1004,365,238600
35,2663,387,1086,367,266400
30,2599,366,922,350,330200
36,4569,824,1950,819,206800
25,2973,622,1413,595,209200
30,3115,625,1444,568,195800
31,1843,282,749,269,253500
31,2053,336,867,329,241800
27,6740,1073,2723,1035,252500
30,1751,269,731,263,263900
38,1663,295,781,301,227000
38,3716,657,1784,652,220900
32,2718,447,1156,410,259300
39,1420,272,645,277,232500
37,1893,310,821,315,231600
33,3906,790,1912,770,209400
32,3400,736,1487,694,223200
25,3402,758,1645,710,209900
33,4413,1107,2239,1051,208200
29,2304,618,1021,552,203800
36,2350,499,1105,467,195700
31,5914,1309,2999,1295,190500
43,1575,324,740,284,181000
42,1414,274,629,244,184900
37,848,202,314,205,190800
15,3051,685,1479,668,242200
20,4296,817,1732,800,188300
52,2898,557,1338,550,183500
52,1071,201,440,192,204200
51,2619,403,922,393,251900
49,1494,316,611,288,187500
52,2260,416,994,412,198200
52,1394,223,545,230,219000
52,1028,129,317,143,275000
45,3758,819,1573,736,245400
46,2163,470,925,435,177500
49,1699,408,768,385,171600
52,1555,289,620,292,183300
52,1114,206,425,207,175000
45,1498,313,1003,305,156700
45,726,147,519,135,157500
38,890,200,481,198,179800
36,2639,533,1209,519,205500
35,2562,554,1398,525,178900
36,361,69,158,58,262500
42,3008,659,1817,664,165000
46,1369,284,766,289,159700
5,1692,398,814,328,158300
38,1007,245,618,239,144800
43,3783,814,2139,789,166300
37,1507,242,632,253,191000
36,666,132,366,134,175000
10,2229,601,877,485,137500
28,2215,587,830,573,141700
31,1616,372,739,379,210900
47,1190,251,540,266,198300
29,4169,1047,2024,962,157400
52,2024,320,823,334,264700
38,1723,394,711,353,218400
43,2264,390,931,368,235100
33,1996,268,686,270,341800
26,2862,394,1030,397,367300
35,2183,383,976,392,243500
35,1037,207,552,210,167900
25,1134,153,340,171,371200
39,786,132,288,132,218900
45,1397,253,555,248,202700
45,2315,451,1006,444,186200
44,1613,339,776,346,188900
44,1421,298,609,270,180000
18,5778,1526,2441,1352,202700
27,3094,866,1364,789,181700
18,3905,1007,2197,1044,166800
43,3046,557,1333,544,183700
19,3516,710,1810,703,218000
36,998,178,531,183,191500
36,1464,244,672,261,194700
17,1463,292,695,330,187200
21,4124,1054,2162,998,223100
17,2380,769,1216,643,271300
36,1266,228,606,239,194100
36,2239,391,1203,379,190400
38,1571,317,874,301,189100
38,1246,221,637,222,184600
36,1501,287,703,276,197300
36,1468,252,733,229,192600
36,1118,219,625,228,192200
36,1097,208,568,225,194600
36,1719,303,836,311,193500
24,1755,365,952,362,202600
16,1687,348,568,352,83300
24,2262,391,1125,366,212600
5,2087,407,840,401,187800
36,1480,278,796,283,205700
36,1545,273,863,267,192900
35,2632,447,1349,486,205200
30,2261,443,929,383,213400
39,1670,308,957,335,183600
37,2141,535,1093,555,178400
27,3337,613,1489,607,219200
31,3184,716,1561,628,183100
44,2341,500,1256,485,157100
30,1197,269,695,279,157800
34,1131,278,560,237,161700
38,1164,284,632,289,152100
41,3495,787,1849,750,144900
17,2488,617,1287,538,179900
35,2681,508,1580,536,179100
19,2495,635,1571,579,159900
23,1689,461,828,443,161400
29,1298,306,835,338,170400
19,2693,789,1765,724,137500
41,746,145,387,161,178400
37,2444,651,1562,618,155200
42,1472,310,768,309,160900
10,2227,560,1140,472,167300
20,200,25,83,31,340000
32,1283,194,485,171,431000
6,2445,590,1189,573,301100
21,1307,236,586,249,241900
5,3785,936,2240,792,162500
10,2031,357,867,352,299200
10,8299,1326,3827,1288,315500
23,7518,1279,3827,1294,216800
36,1815,426,1280,431,218100
30,5367,1207,2667,1047,170300
26,1167,370,253,137,275000
26,2607,682,1401,607,184100
29,493,168,233,152,160000
48,1252,305,673,308,175000
41,1382,353,704,314,197500
43,500,110,273,120,150000
29,2333,538,1120,540,205600
41,1834,463,1105,467,170300
43,1415,348,569,293,190900
37,1352,342,691,324,196900
37,2116,503,1109,448,174000
37,1976,481,1197,465,170200
38,1779,413,1061,400,180900
34,3659,897,2479,903,150500
31,1892,428,1162,389,167100
35,1958,484,1146,448,148900
40,1553,253,724,267,196400
37,2412,394,975,375,191100
36,2110,389,952,370,187500
45,2179,401,1159,399,180600
45,2457,445,1129,422,182800
44,2147,399,1175,401,179300
43,1676,340,924,328,179400
35,2976,518,1424,538,210300
34,3036,533,1366,500,192300
35,2472,398,1171,390,198100
36,1487,249,641,243,196200
38,2012,347,880,332,181600
37,3342,569,1635,557,186900
37,3156,534,1495,543,188300
40,1748,318,914,317,184000
33,3429,681,1798,694,184700
42,3592,703,1625,665,179900
38,1035,247,599,224,167200
32,3028,811,2037,703,165400
33,2431,655,1854,603,154000
39,2069,500,1408,478,153500
40,1340,313,766,271,135400
39,1160,259,725,274,158300
32,2015,318,1019,340,240700
22,3882,816,1830,743,180700
27,3239,671,1469,616,230600
28,2932,739,1198,624,210800
38,2104,409,1039,394,165300
29,1694,251,690,242,254200
18,3000,419,1155,415,332600
23,2419,348,1066,384,350000
28,2280,610,1255,587,161200
21,5031,1168,2461,1042,179300
33,1547,372,1063,356,154300
31,3300,790,2181,740,161800
17,5018,1439,3069,1299,161900
35,1813,393,1093,374,165400
37,1997,436,1349,437,166600
37,901,191,599,206,149700
35,686,142,480,149,162100
33,1954,464,1293,448,152600
27,2630,722,1414,634,195200
35,1130,192,543,184,190600
35,1184,200,572,194,193800
34,656,115,342,112,200600
29,2544,643,2332,603,150000
36,1305,225,768,234,185300
36,1755,316,913,299,172700
35,2843,652,1726,643,174100
25,2538,494,1185,501,194400
28,1784,311,735,278,206700
31,1797,327,796,319,204500
36,410,76,252,82,175000
26,162,27,86,25,137500
18,9963,2031,5613,1946,187200
35,2361,458,1727,467,173600
19,862,167,407,183,163000
18,4335,808,2041,734,331600
31,1487,280,854,301,197600
8,3592,849,1907,746,197900
40,432,102,264,77,228100
34,1457,242,735,249,189500
32,1578,284,836,292,184200
29,2172,435,1377,408,180900
36,1340,245,789,248,172000
36,1116,199,662,226,177900
36,1885,307,853,271,173100
36,1180,212,664,200,172600
30,5267,1253,4065,1113,182100
23,1897,440,1109,418,179500
31,767,171,548,185,176000
33,691,127,431,149,192600
36,786,133,463,160,182700
22,5861,1516,5436,1463,134900
27,2784,723,2028,693,157600
25,4524,860,2426,862,190900
37,1468,304,1038,282,158200
20,1655,450,857,430,350000
33,1227,286,848,291,158200
33,1160,252,729,220,146100
33,952,172,369,159,226700
35,2072,352,1001,350,198700
32,2964,547,1472,527,221200
35,1032,173,453,176,208500
35,657,118,328,134,204200
32,1540,324,793,302,193200
35,1298,236,632,204,209500
36,1409,271,1002,281,164900
37,1383,259,808,241,161400
36,1151,216,727,215,187000
35,899,179,455,185,190400
37,1793,364,1534,346,156600
17,2485,518,1139,550,157300
35,1931,376,1175,337,168100
24,2329,465,1401,453,177600
12,6711,1374,3388,1289,208900
23,1939,356,841,364,169200
16,1642,346,705,351,163900
34,1619,293,1148,310,164700
35,517,108,391,107,156900
36,1570,274,992,249,168800
35,1213,221,790,243,174100
27,1826,309,1016,313,206500
26,2261,443,1039,395,203900
9,3666,711,2341,703,217000
36,1633,345,1382,338,159600
31,2155,522,1858,437,159800
32,1295,280,1156,300,154300
32,1295,295,1097,328,149600
33,1518,302,831,268,188600
17,3314,638,1873,602,238500
22,3009,497,1640,514,235300
6,2605,474,1568,433,261400
17,5159,832,3174,817,234400
18,1726,276,1186,310,231700
16,1816,365,1367,355,156300
13,2578,551,1680,528,222000
15,2576,418,1657,410,254400
16,1644,251,1033,267,244300
16,1606,240,1117,268,247000
16,3349,544,2003,488,236500
15,3475,686,2568,653,151400
16,1893,338,1461,344,213700
14,1727,302,1116,273,243600
15,6243,1273,3163,1274,212500
24,2077,383,1488,389,214700
18,1165,333,855,319,213200
16,4371,889,2530,817,256000
2,838,295,240,149,237500
15,3052,760,2097,728,178100
17,4313,717,2629,721,231800
36,385,94,295,92,147900
10,3046,678,2056,628,191700
21,4342,783,2172,789,247600
15,3575,597,1777,559,283500
20,4126,1031,2079,975,216900
31,2878,478,1276,485,282500
6,4405,717,2071,688,295600
14,16199,2993,8117,2847,281800
14,14917,2708,8012,2606,269800
12,5719,1064,3436,1057,231200
